project;url;stars;whatchers;contributors;forks;size;releases;NOF;branches;duration;avgTime;commits;files_contributor;APIs_contributor ;quantFields_last;quantElements_last;quantFieldsDeprecated_last;quantFieldsDeprecatedWithRelMessage_last;quantTypes_last;quantTypesDeprecated_last;quantTypesDeprecatedWithRelMessage_last;quantMethods_last;quantMethodsDeprecated_last;quantMethodsDeprecatedWithRelMessage_last;quantElements_last;quantElementsDeprecated_last;quantElementsDeprecatedWithRelMessage_last;perc_quantElementsDeprecatedWithRelMessage_last;perc_quantElementsDeprecated_last;avgPopularity;avgSize;avgCommunity;avgActivity;avgMaturity;avgAll;category
pi4j;git://github.com/Pi4J/pi4j.git;327;95;14;149;33435;6;572;8;1062;177;469;408.571.428.571;2.889.285.714.286;702;4045;0;0;407;0;0;2936;5;1;4045;5;1;20;0.1236093943;146.25;117.423.333.333.333;1.145.952.380.952;1.648.928.571.429;1062;26.460.142.857.143;Non-web libraries and frameworks
httpclient;git://github.com/apache/httpclient.git;212;42;3;186;30571;87;611;14;3528;405.517.241.379;2524;2.036.666.666.667;18.843.333.333.333;331;5653;0;0;628;0;0;4694;5;1;5653;5;1;20;0.0884486114;110.75;30524;697;1044;3528;7180.75;Web libraries and frameworks
querydsl;git://github.com/querydsl/querydsl.git;606;80;41;168;83674;230;2245;17;2740;119.130.434.783;6486;54.756.097.561;436;2089;17876;3;0;2861;0;0;12926;2;1;17876;5;1;20;0.0279704632;223.75;165230;1.772.520.325.203;2.453.780.487.805;2740;337.232.760.162.602;Non-web libraries and frameworks
mage;git://github.com/magefree/mage.git;186;60;64;138;450884;40;26930;5;1980;49.5;12360;42.078.125;2.152.546.875;2198;137763;0;0;29896;0;0;105669;5;1;137763;5;1;20;0.0036294215;112;606.653.333.333.333;879.109.375;12.866.640.625;1980;129.846.213.541.667;Application
ols;git://github.com/jawi/ols.git;183;46;8;41;43606;14;627;18;1739;1.242.142.857.143;985;78375;622625;454;4981;0;0;531;4;0;3996;1;1;4981;5;1;20;0.1003814495;69.5;87.096.666.666.667;2.363.333.333.333;350.5;1739;2221;Application
antlr3;git://github.com/antlr/antlr3.git;161;29;15;103;18998;8;2150;2;1624;203;572;1.433.333.333.333;3.926.666.666.667;1412;5890;0;0;364;0;0;4114;5;1;5890;5;1;20;0.0848896435;77;22796;1.836.666.666.667;268;1624;49.897.333.333.333;Software tools
webprotege;git://github.com/protegeproject/webprotege.git;102;39;4;65;59988;3;2510;7;1142;3.806.666.666.667;1317;627.5;3746;822;14984;0;0;2103;7;1;12059;4;1;14984;11;2;181.818.181.818;0.0734116391;52.5;71840;14.591.666.666.667;2186.75;1142;153.360.833.333.333;Software tools
eurekastreams;git://github.com/lmco/eurekastreams.git;169;22;14;45;196750;17;3786;18;1293;760.588.235.294;2638;2.704.285.714.286;11.367.142.857.143;714;15914;0;0;2786;7;2;12414;4;0;15914;11;2;181.818.181.818;0.0691215282;62.5;118759;4.737.142.857.143;7.035.714.285.714;1293;242.583.571.428.571;Web libraries and frameworks
wildfly;git://github.com/wildfly/wildfly.git;1422;166;300;1409;331210;64;9153;11;1912;29875;18356;30.51;1.746.966.666.667;7490;52409;39;1;7675;21;9;37244;51;10;52409;111;20;18.018.018.018;0.2117956839;824.25;118556;1.684.022.222.222;1.026.033.333.333;1912;243.126.511.111.111;System Software
drools;git://github.com/droolsjbpm/drools.git;445;136;83;675;297455;59;5804;17;3545;600.847.457.627;9974;699.277.108.434;7.077.951.807.229;6748;58747;0;0;5229;12;3;46770;39;6;58747;51;9;176.470.588.235;0.0868129436;334.75;24370;2.869.076.305.221;3.888.614.457.831;3545;57.851.038.152.611;Application
xmemcached;git://github.com/killme2008/xmemcached.git;309;51;9;148;13976;13;387;2;2269;1.745.384.615.385;709;43;5.015.555.555.556;442;4514;0;0;358;6;1;3714;11;2;4514;17;3;176.470.588.235;0.3766061143;129.25;23.756.666.666.667;1.845.185.185.185;2.722.777.777.778;2269;10.461.425.925.926;Non-web libraries and frameworks
docker-plugin;git://github.com/jenkinsci/docker-plugin.git;170;42;29;115;2478;30;135;6;586;195.333.333.333;413;46.551.724.138;225.862.068.966;164;655;30;3;81;0;0;410;5;3;655;35;6;171.428.571.429;53.435.114.504;89;515.283.333.333.333;187.471.264.368;136.206.896.552;586;104.471.402.298.851;Application
hazelcast;git://github.com/hazelcast/hazelcast.git;1209;207;200;584;149229;83;4701;10;2440;293.975.903.614;16548;23505;268.87;3994;53774;2;0;5423;8;2;44357;90;15;53774;100;17;17;0.1859634768;550;174.471.333.333.333;164125;1.461.875;2440;355.543.291.666.667;Non-web libraries and frameworks
hive;git://github.com/apache/hive.git;660;161;39;832;456639;76;13001;38;2544;334.736.842.105;6848;333.358.974.359;2.129.358.974.359;6495;83045;28;1;8479;12;5;68071;96;17;83045;136;23;169.117.647.059;0.1637666325;423;59592;833.905.982.906;1.231.358.974.359;2544;12.924.852.991.453;Software tools
libjitsi;git://github.com/jitsi/libjitsi.git;114;47;18;80;94822;188;909;7;1164;61.914.893.617;934;50.5;4.834.444.444.444;1917;8702;0;0;821;0;0;5964;6;1;8702;6;1;166.666.666.667;0.0689496667;64.75;73.443.333.333.333;1.839.814.814.815;2.669.722.222.222;1164;18.048.074.074.074;Non-web libraries and frameworks
boon;git://github.com/boonproject/boon.git;338;55;22;83;12429;28;902;10;609;21.75;939;41;6.259.545.454.545;1404;13771;0;0;972;0;0;11395;6;1;13771;6;1;166.666.666.667;0.0435698206;124.5;9937;2.296.515.151.515;3.334.772.727.273;609;22.467.257.575.758;Software tools
guacamole-client;git://github.com/glyptodon/guacamole-client.git;592;58;11;132;15195;11;845;5;1882;1.710.909.090.909;2930;768.181.818.182;1.646.363.636.364;65;1811;2;0;299;4;1;1447;0;0;1811;6;1;166.666.666.667;0.3313086692;198.25;29.236.666.666.667;841.515.151.515;1.207.272.727.273;1882;10.417.590.909.091;Web libraries and frameworks
egit-github;git://github.com/eclipse/egit-github.git;370;63;19;247;6523;40;437;19;1561;39025;729;23;1.873.684.210.526;458;3560;0;0;317;0;0;2785;6;1;3560;6;1;166.666.666.667;0.1685393258;174.75;15.566.666.666.667;764.561.403.509;1.051.842.105.263;1561;6.948.114.035.088;Non-web libraries and frameworks
bson4jackson;git://github.com/michel-kraemer/bson4jackson.git;124;22;9;41;1056;16;54;2;1739;1.086.875;197;6;596.666.666.667;61;537;0;0;60;1;1;416;5;0;537;6;1;166.666.666.667;11.173.184.358;49;1059;248.888.888.889;328.333.333.333;1739;5.809.444.444.444;Software tools
Java-Chronicle;git://github.com/peter-lawrey/Java-Chronicle.git;983;167;12;151;2476;11;164;2;765;695.454.545.455;305;136.666.666.667;143.25;170;1719;0;0;172;0;0;1377;6;1;1719;6;1;166.666.666.667;0.3490401396;328.25;50.146.666.666.667;563.055.555.556;784.583.333.333;765;12.485.361.111.111;Non-web libraries and frameworks
jsprit;git://github.com/jsprit/jsprit.git;107;28;4;68;12517;17;808;11;797;468.823.529.412;1455;202;1118.5;232;4474;2;0;532;5;2;3710;36;5;4474;43;7;162.790.697.674;0.9611086276;51.75;13286;441.5;660.25;797;3047.3;Non-web libraries and frameworks
undertow;git://github.com/undertow-io/undertow.git;765;95;74;269;34093;135;1291;5;1128;83.555.555.556;3167;174.459.459.459;1.993.243.243.243;1522;14750;6;0;1713;4;1;11515;40;7;14750;50;8;16;0.3389830508;300.75;365.473.333.333.333;969.234.234.234;1.083.851.351.351;1128;76.362.783.783.784;System Software
incubator-calcite;git://github.com/apache/incubator-calcite.git;107;20;50;90;93412;29;1480;9;1219;420.344.827.586;1644;29.6;472.66;2464;23633;3;0;2243;2;1;18926;84;13;23633;89;14;157.303.370.787;0.3765920535;66.75;394.906.666.666.667;1.840.866.666.667;251.13;1219;82.423.266.666.667;Non-web libraries and frameworks
docx4j;git://github.com/plutext/docx4j.git;369;62;17;551;91531;7;3308;17;2830;4.042.857.142.857;2758;1.945.882.352.941;23.616.470.588.235;9219;40148;8;6;2678;12;5;28251;76;4;40148;96;15;15625;0.2391152735;249.75;206.276.666.666.667;8.577.450.980.392;12.781.176.470.588;2830;51.686.558.823.529;Non-web libraries and frameworks
Twidere-Android;git://github.com/TwidereProject/Twidere-Android.git;480;49;10;128;19703;32;2032;2;413;1.290.625;578;203.2;1175.6;2204;11756;0;0;1262;0;0;8290;13;2;11756;13;2;153.846.153.846;0.1105818306;166.75;25313;4.629.333.333.333;689.4;413;54.090.166.666.667;Application
checkstyle;git://github.com/checkstyle/checkstyle.git;459;56;59;251;62688;46;1495;4;5173;1.124.565.217.391;4551;253.389.830.508;1.866.440.677.966;1607;11012;5;0;1938;24;9;7467;107;11;11012;136;20;147.058.823.529;12.350.163.458;206.25;102.307.666.666.667;903.276.836.158;1.059.915.254.237;5173;215.766.471.751.412;Software tools
voldemort;git://github.com/voldemort/voldemort.git;1519;122;56;447;294495;56;1416;168;1580;282.142.857.143;4042;252.857.142.857;3.193.928.571.429;1715;17886;0;0;1366;8;1;14805;26;4;17886;34;5;147.058.823.529;0.19009281;536;11354;1.335.595.238.095;1.723.392.857.143;1580;27.551.797.619.048;Application
Tweetin;git://github.com/mthli/Tweetin.git;170;6;1;25;15764;10;412;2;132;13.2;202;412;1159;113;1159;0;0;99;0;0;947;21;3;1159;21;3;142.857.142.857;18.119.068.162;50.5;49.176.666.666.667;524;785.5;132;12.819.333.333.333;Application
jdbi;git://github.com/jdbi/jdbi.git;474;52;32;109;13205;130;389;37;3832;294.769.230.769;983;1.215.625;83625;39;2676;0;0;474;5;2;2163;16;1;2676;21;3;142.857.142.857;0.7847533632;166.75;144.683.333.333.333;4.259.375;47.890.625;3832;37.115.135.416.667;Non-web libraries and frameworks
tachyon;git://github.com/amplab/tachyon.git;1503;275;200;579;40061;16;668;16;973;608.125;5838;3.34;52.18;666;10436;0;0;1088;0;0;8682;7;1;10436;7;1;142.857.142.857;0.0670755079;639.25;16079;851.733.333.333;27.76;973;35.608.366.666.667;Application
KJFrameForAndroid;git://github.com/kymjs/KJFrameForAndroid.git;1074;212;3;587;37612;13;189;4;438;336.923.076.923;432;63;4.396.666.666.667;117;1319;1;0;121;0;0;1081;6;1;1319;7;1;142.857.142.857;0.5307050796;469;103.853.333.333.333;1.685.555.555.556;2.513.333.333.333;438;23.424.444.444.445;Non-web libraries and frameworks
eclipsefp;git://github.com/JPMoresmau/eclipsefp.git;151;18;18;23;28414;33;1423;5;3622;1.097.575.757.576;2524;790.555.555.556;5.332.777.777.778;1948;9599;0;0;987;26;5;6664;10;0;9599;36;5;138.888.888.889;0.3750390666;52.5;23851;2.101.111.111.111;3.061.666.666.667;3622;56.083.555.555.556;Application
processing-android;git://github.com/processing/processing-android.git;141;48;17;62;61332;6;622;2;2090;3.483.333.333.333;1348;365.882.352.941;4.224.705.882.353;2220;7182;3;2;161;0;0;4801;12;0;7182;15;2;133.333.333.333;0.208855472;67;154.903.333.333.333;1.586.862.745.098;2.295.294.117.647;2090;36.071.098.039.216;Non-web libraries and frameworks
spring-data-neo4j;git://github.com/spring-projects/spring-data-neo4j.git;368;131;31;476;37893;61;1396;10;1920;314.754.098.361;1600;450.322.580.645;258.935.483.871;794;8027;0;0;993;11;5;6240;27;0;8027;38;5;131.578.947.368;0.4734022673;251.5;80.363.333.333.333;1.116.559.139.785;1.519.838.709.677;1920;20.942.946.236.559;Non-web libraries and frameworks
airlift;git://github.com/airlift/airlift.git;108;22;19;47;15531;112;551;2;1834;16375;1753;29;2.626.842.105.263;128;4991;0;0;688;3;2;4175;21;1;4991;24;3;12.5;0.480865558;49;219.719.333.333.333;1.035.614.035.088;1.458.421.052.632;1834;44.370.347.368.421;Non-web libraries and frameworks
jitsi;git://github.com/jitsi/jitsi.git;706;131;32;255;650012;735;4155;11;3679;50.054.421.769;12172;12.984.375;95.259.375;3207;30483;3;0;3064;0;0;24212;13;2;30483;16;2;12.5;0.0524882722;281;627.756.666.666.667;3.714.791.666.667;54.121.875;3679;135.296.729.166.667;Application
appfuse;git://github.com/appfuse/appfuse.git;270;95;15;165;156834;35;1010;4;4140;1.182.857.142.857;4146;673.333.333.333;2.356.666.666.667;321;3535;1;1;480;6;0;2734;1;0;3535;8;1;12.5;0.2263083451;136.25;45.813.333.333.333;106;151.5;4140;18.230.166.666.667;Web libraries and frameworks
Rythm;git://github.com/greenlaw110/Rythm.git;141;7;10;39;9848;13;361;6;1297;997.692.307.692;514;36.1;348.3;312;3483;0;0;341;1;0;2830;7;1;3483;8;1;12.5;0.2296870514;49.25;163.563.333.333.333;1.314.666.666.667;192.2;1297;3605.25;Software tools
drill;git://github.com/apache/drill.git;470;131;43;294;42838;7;2748;13;1082;1.545.714.285.714;1904;639.069.767.442;717.511.627.907;4283;30853;0;0;3079;2;0;23491;31;4;30853;33;4;121.212.121.212;0.1069588047;234.5;509.893.333.333.333;2.748.062.015.504;3.907.093.023.256;1082;105.942.697.674.419;Software tools
repose;git://github.com/rackerlabs/repose.git;200;182;33;58;119453;132;2662;156;1463;110.833.333.333;10772;806.666.666.667;2.030.909.090.909;405;6702;0;0;1252;29;1;5045;6;3;6702;35;4;114.285.714.286;0.5222321695;118.25;215.483.333.333.333;1.055.858.585.859;1.418.787.878.788;1463;46.754.095.959.596;Software tools
mahout;git://github.com/apache/mahout.git;522;125;16;414;56367;17;1576;8;2762;1.624.705.882.353;3348;98.5;7.256.875;691;11611;0;0;1467;44;1;9453;9;5;11611;53;6;11.320.754.717;0.4564636982;269.25;199.343.333.333.333;2.800.625;41.209.375;2762;47.315.479.166.667;Software tools
BuildCraft;git://github.com/BuildCraft/BuildCraft.git;814;221;200;441;46429;99;1763;16;1199;121.111.111.111;4351;8815;48.79;1392;9758;0;0;1103;0;0;7263;18;2;9758;18;2;111.111.111.111;0.1844640295;419;531.866.666.666.667;858.683.333.333;288.025;1199;109.838.675;Application
multibit;git://github.com/bitcoin-solutions/multibit.git;328;65;8;265;148761;7;1041;73;1017;1.452.857.142.857;1648;130125;360875;508;2887;1;0;302;0;0;2077;8;1;2887;9;1;111.111.111.111;0.311742293;166.5;142.696.666.666.667;1.663.333.333.333;245.5;1017;3173;Application
uaa;git://github.com/cloudfoundry/uaa.git;238;136;56;219;38725;71;1197;58;1409;198.450.704.225;2688;21375;1.279.464.285.714;633;7165;0;0;820;1;0;5712;8;1;7165;9;1;111.111.111.111;0.1256106071;162.25;947.353.333.333.333;684.404.761.905;746.607.142.857;1409;192.899.369.047.619;System Software
Essentials;git://github.com/essentials/Essentials.git;428;72;71;707;276595;40;446;7;1549;38725;4328;62.816.901.408;559.577.464.789;118;3973;0;0;411;1;0;3444;18;2;3973;19;2;105.263.157.895;0.4782280393;319.5;254974;444.131.455.399;311.197.183.099;1549;5.138.360.657.277;System Software
cloudstack;git://github.com/apache/cloudstack.git;273;72;200;354;753689;128;7260;229;1836;1.434.375;28243;36.3;338485;12385;67697;0;0;5515;7;4;49797;42;1;67697;49;5;102.040.816.327;0.0723813463;224.75;261.796.666.666.667;191595;1.873.925;1836;57.238.808.333.333;Software tools
idea-php-symfony2-plugin;git://github.com/Haehnchen/idea-php-symfony2-plugin.git;370;26;10;37;10230;117;612;10;866;74.017.094.017;1199;61.2;382.7;197;3827;0;0;631;0;0;2999;10;1;3827;10;1;10;0.2613012804;110.75;381.693.333.333.333;151.3;221.95;866;79.038.666.666.667;Application
phonegap-app-developer;git://github.com/phonegap/phonegap-app-developer.git;210;43;8;130;108214;54;2467;10;882;163.333.333.333;385;308375;478.5;557;3828;3;0;293;6;1;2978;44;4;3828;53;5;94.339.622.642;13.845.350.052;97.75;11934;2.649.583.333.333;3.934.375;882;27.144.291.666.667;Web libraries and frameworks
BiomesOPlenty;git://github.com/Glitchfiend/BiomesOPlenty.git;136;54;44;82;30736;17;1238;7;863;507.647.058.824;2439;281.363.636.364;961.818.181.818;765;4232;11;0;618;1;1;2849;10;1;4232;22;2;90.909.090.909;0.5198487713;79;1835;561.060.606.061;621.590.909.091;863;579.053.030.303;Application
box2dlights;git://github.com/libgdx/box2dlights.git;111;29;8;41;1240;5;33;4;511;102.2;118;4125;57;202;456;0;0;21;0;0;233;11;1;456;11;1;90.909.090.909;24.122.807.018;47.25;104.133.333.333.333;230.416.666.667;305.625;511;22.050.375;Non-web libraries and frameworks
giraph;git://github.com/apache/giraph.git;303;67;8;160;29365;10;1419;5;1454;145.4;929;177375;1395.75;811;11166;0;0;1538;3;0;8817;9;1;11166;12;1;83.333.333.333;0.1074691026;134.5;226.103.333.333.333;5.270.416.666.667;7.865.625;1454;51.024.875;Software tools
keycloak;git://github.com/keycloak/keycloak.git;227;55;63;205;52802;29;3863;4;780;268.965.517.241;4346;613.174.603.175;3.548.253.968.254;3970;22354;13;0;1987;3;0;16397;21;3;22354;37;3;81.081.081.081;0.1655184754;137.5;36099;1.597.142.857.143;2.080.714.285.714;780;74.768.571.428.572;Software tools
jstorm;git://github.com/alibaba/jstorm.git;726;264;2;490;84848;18;1095;7;701;389.444.444.444;91;547.5;8509.5;2340;17019;0;0;1835;8;0;12844;19;2;17019;27;2;74.074.074.074;0.1586462189;370.5;8057;30.196.666.666.667;4528.5;701;33.353.333.333.333;Software tools
Metamorphosis;git://github.com/killme2008/Metamorphosis.git;623;188;7;412;6415;16;737;4;1110;69375;375;1.052.857.142.857;8.268.571.428.571;602;5788;1;0;653;3;1;4533;10;0;5788;14;1;71.428.571.429;0.2418797512;307.5;61.643.333.333.333;3.130.476.190.476;4.660.714.285.714;1110;16.721.904.761.905;Application
bither-android;git://github.com/bither/bither-android.git;133;22;6;42;11662;22;1043;3;446;202.727.272.727;1609;1.738.333.333.333;1223;578;7338;5;0;601;2;1;6159;8;0;7338;15;1;66.666.666.667;0.204415372;50.75;169.053.333.333.333;4.676.111.111.111;6.984.166.666.667;446;37.136.222.222.222;Application
error-prone;git://github.com/google/error-prone.git;652;50;29;46;42709;5;669;6;1393;278.6;1390;230.689.655.172;1.909.655.172.414;252;5538;2;0;1150;5;0;4136;8;1;5538;15;1;66.666.666.667;0.2708559047;194.25;109.586.666.666.667;810.114.942.529;1.070.172.413.793;1393;25.467.890.804.598;Software tools
mcMMO;git://github.com/mcMMO-Dev/mcMMO.git;261;52;49;245;26902;42;436;29;1764;42;4573;88.979.591.837;681.428.571.429;283;3339;0;0;321;0;0;2735;50;3;3339;50;3;6;14.974.543.276;151.75;330.256.666.666.667;420.136.054.422;385.204.081.633;1764;70.043.901.360.544;Application
phonegap-facebook-plugin;git://github.com/Wizcorp/phonegap-facebook-plugin.git;1632;120;42;1235;94929;20;809;9;1354;67.7;529;192.619.047.619;106.119.047.619;600;4457;13;0;368;9;2;3489;84;4;4457;106;6;56.603.773.585;23.782.813.552;757.25;69.266.666.666.667;557.936.507.937;626.904.761.905;1354;18.312.801.587.302;Application
spatial4j;git://github.com/locationtech/spatial4j.git;214;42;2;57;16230;6;93;16;46;76.666.666.667;25;46.5;499.5;112;999;4;0;86;4;1;801;10;0;999;18;1;55.555.555.556;18.018.018.018;78.75;43.313.333.333.333;1.826.666.666.667;273;46;982.35;Non-web libraries and frameworks
evernote-sdk-android;git://github.com/evernote/evernote-sdk-android.git;272;48;8;116;11840;8;155;4;1193;149125;187;19375;148;68;1184;2;1;101;8;6;1015;157;2;1184;167;9;53.892.215.569;141.047.297.297;111;49921;584.583.333.333;836.875;1193;102.734.291.666.667;System Software
stratio-cassandra;git://github.com/Stratio/stratio-cassandra.git;130;88;89;24;146627;262;1952;35;2306;88.015.267.176;14957;219.325.842.697;3.340.561.797.753;3284;29731;29;0;3095;8;2;23352;137;7;29731;174;9;51.724.137.931;0.5852477212;82.75;40766;148.329.588.015;1.779.943.820.225;2306;86.962.147.940.075;Software tools
astrid;git://github.com/todoroo/astrid.git;969;90;18;871;88840;145;3727;22;1087;74.965.517.241;5112;2.070.555.555.556;11.148.888.888.889;3741;20068;26;0;1930;10;2;14397;62;3;20068;98;5;51.020.408.163;0.4883396452;487;33027;4.466.481.481.481;6.609.722.222.222;1087;71.417.240.740.741;Application
socialize-sdk-android;git://github.com/socialize/socialize-sdk-android.git;122;32;8;55;77578;102;1435;3;1547;151.666.666.667;1367;179375;1268;642;10144;6;0;997;13;1;8505;72;3;10144;91;4;43.956.043.956;0.8970820189;54.25;65.336.666.666.667;485125;7.236.875;1547;18.687.458.333.333;System Software
mopub-android-sdk;git://github.com/mopub/mopub-android-sdk.git;154;103;8;186;8956;39;501;2;870;223.076.923.077;55;62625;775.25;432;6202;0;0;564;12;3;5206;173;3;6202;185;6;32.432.432.432;29.829.087.391;112.75;93567;2.819.583.333.333;4.189.375;870;190.501.291.666.667;System Software
bnd;git://github.com/bndtools/bnd.git;200;32;32;103;272087;32;2412;3;2971;9.284.375;4077;75375;4.420.625;3070;14146;14;1;1416;2;0;9660;58;1;14146;74;2;27.027.027.027;0.5231160752;91.75;12997;1.831.458.333.333;25.871.875;2971;33.003.229.166.667;Software tools
oozie;git://github.com/yahoo/oozie.git;319;36;7;110;23375;13;1470;11;1460;1.123.076.923.077;1564;210;19.452.857.142.857;1685;13617;7;0;1220;12;0;10712;18;1;13617;37;1;27.027.027.027;0.2717191746;118;57.093.333.333.333;7.207.619.047.619;10.776.428.571.429;1460;18.171.476.190.476;Software tools
stripe-java;git://github.com/stripe/stripe-java.git;148;26;54;106;3381;96;130;31;1474;153.541.666.667;505;24.074.074.074;408.888.888.889;508;2208;4;0;123;0;0;1577;111;3;2208;115;3;26.086.956.522;52.083.333.333;83.5;262.357.333.333.333;324.320.987.654;216.481.481.481;1474;527.937.827.160.494;Non-web libraries and frameworks
ANE-Facebook;git://github.com/freshplanet/ANE-Facebook.git;218;82;12;116;784298;6;566;8;1234;2.056.666.666.667;204;471.666.666.667;257.5;422;3090;13;0;288;4;1;2380;72;0;3090;89;1;11.235.955.056;28.802.588.997;107;602.556.666.666.667;1.055.555.555.556;1.523.333.333.333;1234;123.709.111.111.111;System Software
pinpoint;git://github.com/naver/pinpoint.git;527;81;25;127;172919;3;4758;4;1158;386;6664;190.32;632.16;894;15804;4;0;2200;19;1;12710;68;0;15804;91;1;10.989.010.989;0.575803594;190;13962;2.824.933.333.333;411.24;1158;32.007.466.666.667;Software tools
